GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,88.8885419054317,,63.663630545013,,82.3767797491893,,,20.7878161544965,22.5424107150047,,14.4867747084456,12.115009448175,23.4737366461649,,,72.7322547473657,14.1510344223333,29.8332173818643,18.248944745539,,87.7474936528216,,,,,52.1278848547363,41.02007719217,,,26.446891123747,97.5193020114879,82.3879514213898,19.4817776264291,60.0958462657818,19.3000887977321,,,,70.8404239236957,17.2198766128351,37.8253554986993,29.612433231516,,57.4749525793933,,26.9400517388653,,,35.5162857009744,26.111723539024,,,,11.6799928087097,,,39.843045084281,33.9295446952737,76.145179888496,41.5348262249257,,,31.406026187235,,25.4653137611093,20.1432897740896,21.8277617045981,39.7949594672212,90.5029953912164,25.5197219040821,16.9085297427235,58.223576107867,,26.0733119825422,,57.1045471866145,81.9511331521314,,17.3491108816412,73.9002271016159,,39.0467811355755,,18.4142358055422,23.6133367564895,71.6636170083339,,,73.8692015557899,17.6279770300281,24.5162309793508,23.8592928962227,20.7397378776163,10.90916264814,57.0018647359817,25.476758096524,51.4762384373995,,,25.4671105763141,,29.0817276692538,30.6109748106418,32.65255905,78.0686734862369,,,32.7838868139268,,,56.3392521782399,51.2706176599537,39.3377095191214,,92.4220142002118,,,65.869962734434,38.3585994841623,35.1774856755544,,,,,,80.3607360571372,77.8277903278646,,44.4676150933679,,90.3644279454346,16.6992464387173,,18.5455472394095,44.9736408553309,94.5191581634604,77.0290727852535,,14.6234252983616,,79.1487605600288,,,32.2850256693006,,26.193157964653,32.9427171868281,27.1602805038904,33.0226557196948,35.0691182410226,,,,32.3918704201936,26.0854787114224,70.5781131914614,,,,,,,57.3242236477034,82.1622380869434,,19.4079629494738,82.8806760451244,43.9626303135266,,,,95.7209421781983,37.2713875446407,22.0943250137562,30.8299232422291,,,47.1,15.5524827292776,9.06965445383388,58.7335567482732,22.2566446303352,29.9134197912481,,,71.9568000257125,,,13.467380146196,67.6838167996935,54.4497319438279,,,,58.1713556844542,29.2992455571351,,13.7344476755528,,16.487063271045,21.5282789710445,22.7835638347893,,,,,45.9144644602715,38.5392343083458,,,,,,,21.6195344339518,,,,
,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,1.02733037341773,,2.71291449626691,,0.732231765889676,,,7.21972472114839,9.24416398818704,,11.4655871378331,9.38617003819272,8.69517506202596,,,2.5297446303762,8.10993974086795,8.04554649509418,8.50433837382378,,0.768835270313915,,,,,2.90595011724986,3.98991177042385,,,8.49636103135624,0.170980880652207,0.947567111935938,5.04987415279186,2.68752086192081,10.7325386551905,,,,1.8170648336279,7.52980662649615,4.90890870160462,4.74482373894646,,3.68843407374029,,4.68095331555571,,,4.96424166147395,6.54214740173089,,,,9.72154674250333,,,3.84317338608678,5.88619860339904,2.66890238560907,3.39712142634874,,,8.36988131131713,,5.86715682506553,8.72815426023512,8.47164513474858,3.31331234809112,0.930940513766809,9.15246422098837,11.2300784562045,3.99657879330604,,7.14710855814136,,2.60724198100569,1.23025513719895,,6.35261210042486,1.84528443246061,,3.9702341908386,,8.31586431360578,7.94561739660401,2.45928003393726,,,2.04897746082897,8.44165638413393,9.23602711603258,7.30683984356093,6.79162444961182,10.5716741682739,4.17609954292822,8.48892721311036,3.55730876254091,,,8.51750893580813,,8.5683625686621,5.93859675364525,3634,2.02160973256814,,,7.65139755906726,,,1.90490965140059,2.67067193808369,5.74157502289219,,0.605942647442903,,,1.99395792900914,5.22016685850548,5.55609468057327,,,,,,1.34344877316476,0.913073003585641,,5.11517576208025,,0.698656658787358,9.54432584553354,,10.0334539460048,3.66807711521109,0.301997899234052,1.29173605241893,,10.3732657277564,,1.95846264054729,,,6.49715467669728,,5.02780845819241,6.03110751072483,6.06502481603023,6.55242467172802,4.96126677706793,,,,8.01787890319406,8.45852257804671,1.37360697673441,,,,,,,4.2803885876031,1.309305036565,,8.94914354867423,1.77734580444481,5.5482977212283,,,,0.343155685507045,5.0790468184043,6.95646803678813,5.46046874847502,,,4.32,10.0072937996194,11.6652342362521,3.5118933994556,8.24988773209196,3.75102817800386,,,1.99291901216843,,,8.16291172071855,2.45576250899426,3.81680447911672,,,,2.02683315255119,8.12918230772936,,10.4639243827472,,11.2209074844679,6.4198478037319,8.81289840080859,,,,,4.60520065703257,5.1646756049386,,,,,,,8.62924771390567,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,89.5299024265541,,65.1417545334146,,84.7689051113458,,,20.3587954263136,22.6775163314058,,14.5499191648763,11.7951430978841,24.128840127896,,,73.5584083484359,13.7921460387511,29.6385415422019,18.436166383135,,88.7535250042065,,,,,53.9271042727689,41.1860463544288,,,26.310195414634,97.9399063820664,82.4298644156325,18.9072150637949,61.376614193869,19.1647900603166,,,,70.7375926692542,17.8173710632582,39.0063712251744,28.6062495505898,,60.1218437253645,,25.7822711339408,,,36.4803994241528,26.3743649023371,,,,11.3976171985537,,,40.8996995996498,33.2227026596282,77.4502895397267,42.7843111001936,,,31.5542359592983,,26.0570557982313,21.4185882598056,21.675782303141,41.2449417193239,90.9787876064095,26.1541131424948,16.6173393732325,59.2356223472802,,26.1278278532809,,57.3358424230934,82.4968213512016,,15.9028332637271,74.9375971133982,,39.3466225545096,,18.4410815054891,23.4342123967906,72.5277665493152,,,75.6129132756814,17.6925167835349,24.3515650471714,23.6848535948868,21.1042923289144,10.8044214932497,59.6196489463168,25.4951475727244,53.0981298413065,,,26.3728218032187,,29.5529301568241,32.6610279525624,33.97056315,78.7082100054231,,,33.4398508620457,,,57.8088758152777,51.4942816487682,39.9751199434668,,92.9309174292834,,,65.3488804664123,39.7520351993129,36.3178076796399,,,,,,81.0368496180637,79.3243269023739,,42.4588093433646,,91.6302954647443,16.8873882434321,,18.6884493887685,44.6522252622365,94.8363673962459,77.8797337231672,,14.734701688955,,79.8852817264247,,,33.0745321210457,,25.2393155795067,33.2232983182949,27.3305235228533,33.5175844502073,36.2306748868373,,,,32.7655607588909,25.9591821811901,71.4704288997123,,,,,,,57.1670795429648,81.6368853269492,,19.3405551088259,83.485862133896,44.4453163666306,,,,96.0259316726877,38.2230736178542,22.1790350150556,30.9128974961407,,,48.5,15.5810981352386,9.41665301166606,59.7267428441517,22.7982367834962,29.6643651247075,,,74.1447915253418,,,14.3866973751033,69.5971252834,55.0502428230533,,,,58.6538667874875,29.4585068616319,,14.0163130558131,,16.4013355023875,20.9457389274429,23.4886673058794,,,,,47.556746446186,38.4881817842974,,,,,,,21.2518430716226,,,,
,,1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.978765222744241,,2.54320447319498,,0.660840756139897,,,7.17027652710613,8.98593188296229,,11.3953063637548,9.29683661398792,8.46106100933729,,,2.48992330016276,8.09095807863906,7.84896175182942,8.39597409676239,,0.714776495408606,,,,,2.80366489651347,3.93363345777176,,,8.39980071654139,0.15741959030166,0.937496039200102,4.99177372264048,2.58430525953522,10.6717474314538,,,,1.77544005481761,7.41596048028964,4.67329053625237,4.6930535558743,,3.53202816075059,,4.58670996617327,,,4.79306466121948,6.49874667661746,,,,9.65835207893966,,,3.7984177438733,5.76499513996349,2.55129807347677,3.29324877095632,,,8.15483991276038,,5.72457739971216,8.59143332638185,8.37677323316723,3.20624214511413,0.886583110044716,8.93358912536857,11.10176738965,3.92937547798528,,7.05896617324072,,2.53775410695592,1.14525770073768,,6.27450263485452,1.77928507504569,,3.88772420355976,,8.28057326314448,7.89353533910591,2.40226434102578,,,1.90415831300916,8.36876046071659,9.09030963096975,7.21758543491023,6.65426592301346,10.5036214875103,4.03055439138504,8.26389629401718,3.37536321126004,,,8.27209642317907,,8.3720939123693,5.88675812822025,3574,1.92119111774724,,,7.39965806779079,,,1.8467578774367,2.61445258199387,5.60510717903046,,0.565505734440229,,,1.93583685168102,5.11064397209322,5.44399459109801,,,,,,1.28060783962701,0.874774063944111,,4.9666309970182,,0.647289349596655,9.4764702670219,,9.99633825761457,3.52747454081996,0.282469530242138,1.2860553473128,,10.269146773596,,1.90823408577103,,,6.33117634467607,,4.95525842664311,5.9082704704857,5.9820732553271,6.44656147434779,4.84124784499807,,,,7.92688470736137,8.28422475186758,1.33187507205626,,,,,,,4.15677518297532,1.25299809675411,,9.02064467128131,1.70213949297637,5.59976001042511,,,,0.315921361625458,5.04261724728089,6.84175072708239,5.50253551526339,,,4.2,9.89994784292958,11.5942515495033,3.38624123519154,8.02476497168827,3.62832273919086,,,1.83315214132395,,,8.08866211869592,2.37629799003258,3.73509920248003,,,,1.98285641230984,7.89205905581138,,10.3626916862704,,11.1420108763343,6.3734438988817,8.53739752986632,,,,,4.49817452472853,5.06640017783523,,,,,,,8.40017243954059,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,89.9513956829379,,66.9145487513571,,86.437044652115,,,20.5387382437148,24.1442099067186,,14.4681695430194,12.3700923550122,25.4306189951538,,,73.9661881472114,13.5698554791533,30.455307821434,18.7685492373585,,89.3677604342559,,,,,54.8684155579279,41.6712414042686,,,26.903660856546,98.1087343750024,82.5539426032272,19.7583443053442,62.6541549677741,18.7723319922794,,,,72.0004448424539,18.3725766700053,41.0836447667526,29.1749400691751,,60.9607420287825,,25.9982768989381,,,37.0320721045233,26.5274684135871,,,,11.5988190584305,,,41.1340874762212,33.4799297553812,78.3945365810993,44.4176226478783,,,32.6920895150905,,26.3774326521903,21.4307202562371,21.8342437603925,42.3841414733203,91.341407825675,27.3678933279832,17.310859502028,59.9672449248196,,26.3619288702717,,57.9296368007617,83.7205156428883,,15.7546089362945,75.8684029650351,,39.892234524005,,18.2503926241901,23.2074948495207,72.8762709182449,,,76.9533786265383,17.7228308991578,24.8682133609198,23.9695500791254,21.0322331382881,11.0320496245133,60.6093079665794,26.6701892167373,55.4920284006849,,,27.5993339889812,,30.4340669870355,31.8979375483515,34.02166026,79.7897503275315,,,34.9145563838147,,,58.6518269955316,51.2448216223841,40.8628599011924,,93.3019344809938,,,65.4708626937966,40.209489867932,36.8242380894963,,,,,,81.6153719194649,80.1870406443105,,43.6355519598889,,92.0447968153837,16.8785392583699,,18.5394923477245,45.4742821247817,95.1216805579663,77.3896208534874,,15.0634742848373,,80.3293422354422,,,33.8584385754782,,25.2988257141722,33.857688763929,27.6164153876402,34.3709662824883,36.9208827250589,,,,33.3286425428833,26.5185706966174,72.2710579678811,,,,,,,58.1680247846256,82.7449155954587,,19.1496250968478,84.2213948924145,44.0620996177547,,,,96.3427399425102,38.9851861657412,22.5277744815458,30.4300743493691,,,49,15.8671501957872,9.72032889106251,60.5689664017878,24.0646620367637,30.0555914770382,,,75.5588921250597,,,13.7428506909917,70.3462932083233,55.9735485253578,,,,59.5972419259673,30.9910839201059,,14.4384032708338,,16.4638700691521,21.2133881845623,25.0124065815144,,,,,48.9015844257665,39.2865171068356,,,,,,,20.8972291006165,,,,
,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.923039345507541,,2.36934172158612,,0.591177553144663,,,7.10791397571155,8.70742167313168,,11.304982145359,9.19730599170857,8.20243629333998,,,2.40838392773223,8.04224788277955,7.63860231069263,8.28491327622333,,0.663461423711097,,,,,2.6972731495173,3.8681440802717,,,8.28701984809152,0.143687283993395,0.92152738611801,4.91671973704082,2.46171409873243,10.6073808223397,,,,1.70122828568871,7.27133558082758,4.59965539071,4.61433534248179,,3.34575076047899,,4.4816919790646,,,4.6142131570398,6.43600099763886,,,,9.60045717136611,,,3.72346669592638,5.61847257967909,2.39913134895367,3.16071892539389,,,7.93325834024211,,5.57393520512958,8.48073611625453,8.2672155705101,3.08209916748243,0.826214795961147,8.70595423881658,10.9638520162666,3.81731656811867,,6.95855360039992,,2.45001746771478,0.998113845159001,,6.16814349265685,1.69776180297228,,3.78156232644808,,8.23881798819926,7.7198328815714,2.32369014423733,,,1.74308131130781,8.281524554679,8.92951485887403,7.10755915713192,6.48684467749256,10.426404618914,3.85598969453545,8.0221828792885,3.17747802301697,,,8.0117509060766,,8.17186239388827,5.77347130253744,3505,1.79559527204756,,,7.13124108540142,,,1.78940589283228,2.57151300507257,5.42434707159601,,0.519679056605535,,,1.87688095424812,4.93568252062305,5.32487602994114,,,,,,1.21510349340572,0.858872220872982,,4.80203481594508,,0.601245097373537,9.39896278039906,,9.94369143184973,3.36285067532766,0.260554555149536,1.27283961743172,,10.1611190934078,,1.83502168076238,,,6.1308419258628,,4.86102560940798,5.76637556412077,5.8699294929519,6.31928325448831,4.70656156341795,,,,7.80250386079768,8.09849953047843,1.29401016009258,,,,,,,3.99685181793009,1.17249492369194,,9.01293478850502,1.61153247417372,5.61511937631049,,,,0.284208373176561,4.96267630452635,6.72105775694964,5.52480797658951,,,4.04,9.78563756956338,11.5225090355358,3.22855898460048,7.7852643178846,3.51400420891993,,,1.66355816790674,,,7.97643320786418,2.28504819199964,3.6228390232168,,,,1.93458027344774,7.65703325706341,,10.2502449815279,,11.0605365353333,6.30401895016613,8.24315480384634,,,,,4.37016631921767,4.9499017388955,,,,,,,8.19063347794494,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,90.4344071055319,,68.793917469587,,87.9923340214207,,,20.7334545232975,25.9258118368328,,14.5937319452227,13.0629591327347,27.1624118050321,,,74.8351884321287,13.4599686288817,31.4749947003756,19.1327766609608,,89.9448444832389,,,,,55.6296841022874,42.2147595925785,,,27.5986654687623,98.2725719921485,82.7641240764155,20.564296219409,64.0750070803582,18.6203597761169,,,,73.3317012131893,19.0326017208544,41.5391167471615,29.9844188756648,,61.9955681693529,,26.3032381277337,,,37.3987258942657,26.6997433588408,,,,12.1971191274954,,,41.7873818193267,33.9870759657024,79.6205198114221,46.1968585454147,,,33.9399087401548,,26.7813642924186,21.1778993012185,22.0253638081884,43.8313457665441,91.8420557467181,28.7727194991295,18.1170131917969,61.1147231721982,,26.569722523347,,58.7846872295731,84.0352160824533,,15.4166445319576,76.9127554556463,,40.7211571584694,,18.1816276228422,23.1147620851878,73.4081151269279,,,78.7546649170861,17.7878200214487,25.5366124532993,24.2933458493439,20.8253289882454,11.3518219273249,61.9582526015872,28.1844484659,58.0150621412664,,,29.1442630926924,,31.4055599230151,31.1769114547533,33.97679114,81.1532251439315,,,36.64120024897,,,59.4268420188127,50.9325920670549,42.027251567286,,93.7227366765631,,,65.5642300777649,40.840358072144,37.4065849661855,,,,,,82.2645971068595,80.4572635044349,,45.1890671615695,,92.4510259502349,16.9400849231765,,18.4782423765815,46.4386640712519,95.5020987535478,77.1574574447771,,15.4527105008484,,80.9713164683632,,,34.8156589863442,,25.4220881667014,34.6963932508473,28.1961086500545,35.4069970859208,37.6034887325931,,,,34.1764147975594,27.2412667123203,73.1513530761388,,,,,,,59.4526056312253,83.4053914815381,,19.1613220424658,85.0490884227334,43.914706031565,,,,96.4415585122234,40.0279658153728,22.7963874222023,30.4705567322684,,,49.6,16.1768631788031,10.0905979998586,61.5956436195218,25.643120822069,30.5270932403868,,,76.9385014378674,,,12.9163998974052,71.1659550416223,57.0736982084123,,,,60.4994606356548,32.4711260251212,,14.9431121362545,,16.8117480575069,21.4724395098114,26.9080000284493,,,,,50.2542188604854,39.9092713372256,,,,,,,20.4283430935785,,,,
,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.867441290987769,,2.19877569928693,,0.530452314766436,,,7.03273566491859,8.40675435581166,,11.2273956080794,9.09719067214501,7.9212414835863,,,2.31873387488047,7.99946281495589,7.41919784170037,8.17314120187284,,0.614684525773898,,,,,2.59483166833167,3.80280160723468,,,8.16651106320159,0.131468098239648,0.90358336652639,4.85349396141971,2.3376391677447,10.5422989809555,,,,1.64305227673655,7.1140082062571,4.46762013747867,4.53055485985095,,3.16620820820821,,4.36655732015996,,,4.44812299477408,6.35819340541319,,,,9.53899261360617,,,3.65655886453503,5.47041316793476,2.24332465694618,3.02290970224458,,,7.70648848712733,,5.4166212134163,8.3790261650678,8.15219473646232,2.95182731462274,0.765806693306693,8.46852500827921,10.8229460824683,3.69860976965579,,6.85456257320248,,2.35756727494859,1.00918755192061,,6.06524223172098,1.61826546116591,,3.67225814799007,,8.19856501904805,7.51901550192983,2.2410077888119,,,1.59085419243722,8.18998290759342,8.7595654510944,6.99195174555577,6.31022589648478,10.3415938112497,3.68055909279028,7.76500286833259,2.95717695972154,,,7.73541079593005,,7.967185521277,5.71361403764383,3432,1.66183166332665,,,6.85024080645035,,,1.73632203935439,2.54173426573427,5.22584162905549,,0.473739323615597,,,1818,4.7644548179428,5.20613397435662,,,,,,1.15510931412617,0.877653727488941,,4619,,0.562803653009508,9.31805089514638,,9.89229449421504,3.18750494976749,0.237468022858898,1.26144119413472,,10.050193971216,,1.76478460345161,,,5.92439236130176,,4.77016163487386,5.62289292573466,5.74870915334811,6.18846825744491,4.56575081391769,,,,7.67400175953399,7.90076538752563,1.2565,,,,,,,3.82834543351697,1.1091348216909,,9.02699092975773,1.51730661340048,5.62087312491163,,,,0.260491743016658,4.89121433066489,6.60289786772562,5.53192136059423,,,3.87,9.67599377509238,11.4512675675774,3.06386651085758,7.52526580792377,3.39465134797745,,,1.49925724275724,,,7.84472842684494,2.19259861599425,3.50142412931792,,,,1.88653304688531,7.41092482476569,,10.1340130215761,,10.9772079486447,6.22840652846637,7.92790912040211,,,,,4.23896101461852,4.82122047633998,,,,,,,8.09112790660094,,,,
,,,Educational Inequality Gini Coefficient,,Description Educational Inequality Gini Coefficient,,0=[0xBD0026][100] 1=[0xF03B20][91] 2=[0xFD8D3C][81] 3=[0xFEB24C][69] 4=[0xFED976][57],,,,,90.8192762090789,,70.7537930241648,,89.1715565170797,,,20.890233297027,27.8365845020067,,14.5333101224292,13.7475830614963,29.0902331417561,,,75.7895447274923,13.1940065840895,32.5252326513546,19.4699018603331,,90.489253827032,,,,,56.2842969710965,42.7544480077164,,,28.3192641800676,98.4129436695096,83.0056810456889,21.1398931514604,65.5268006422956,18.3755888455432,,,,74.743255342177,19.7771882017383,42.864673421968,30.9404853376459,,62.9299565869193,,26.6247133563571,,,37.8707560626556,26.9643178891313,,,,12.7404495973731,,,42.4751465418383,34.6823689581854,80.9443613499401,47.9412968807379,,,35.1523254483526,,27.2635669587828,20.6939282432937,22.1760123098536,45.3772262897673,92.3257729174324,30.2156876431602,18.9020434433678,62.3174555702352,,26.7920806338192,,59.731336945063,83.8005455524026,,14.7135833132643,77.9572919967605,,41.5639018548461,,18.1271110161677,22.9432481349367,73.9038820241377,,,80.518025006193,17.8179366789018,26.2144026987846,24.5789147289911,20.6265154462457,11.7058458301041,63.2959727967394,29.7940463616958,60.8338814077534,,,30.748829776735,,32.3307211623581,31.6402772311526,33.93446652,82.663358543221,,,38.4465428978809,,,60.0850331435007,50.5805642426881,43.2738055059445,,94.1453991179368,,,65.61080205239,41.6487393926254,37.8446354147774,,,,,,82.8470489375277,79.7562486702939,,46.9375297652648,,92.7541984873117,17.0143545270297,,18.395993327528,47.4422498039199,95.9598767754186,76.9383753858963,,15.8002211375493,,81.5849462965092,,,35.7407059071715,,25.5732283111959,35.5419517459834,28.784835597373,36.3782293290274,38.3363680398935,,,,35.0621163076707,28.0086993216921,74.05677659505,,,,,,,60.8732413118579,83.948263237482,,19.1226222041656,85.8812915143701,43.870130743037,,,,96.6292646635016,41.2310476849461,23.0643273435181,30.5801079162973,,,50.2,16.5279882818207,10.4511405797481,62.7002790811088,27.4027769658323,30.9979072305971,,,78.0907380450755,,,12.1954038889928,71.9796100191389,58.2624038518984,,,,61.3964018154145,33.971901767977,,15.4384563058293,,17.1698251477917,21.7958524428737,28.9314877896229,,,,,51.5726092091072,40.5577247404019,,,,,,,20.1006969092389,,,,
,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Average Years of Education,,Description Average Years of Education,,0=[0xBD0026][14] 1=[0xF03B20][9.53188] 2=[0xFD8D3C][7.810027] 3=[0xFEB24C][6.398654] 4=[0xFED976][5.00386725460169],,,,,0.82984134405686,,2.08592716263304,,0.478795988748912,,,6.94796793409227,8.08566572711043,,11.1128035889369,8.99332938827268,7.61823611838479,,,2.31257706675926,7.88674598907588,7.18403238683793,8.10780357323575,,0.597715674105611,,,,,2.49196100685899,3.76367449727608,,,8.04506387362168,0.126476517312415,0.875350131089756,4.81516736138926,2.23150691356728,10.4334881972384,,,,1.52540546415096,7.01179871834479,4.2179460722966,4.48626275312844,,2.92158457718633,,4.26143180204751,,,4.37360341663986,6.28750267809865,,,,9.45690667898822,,,3.63069632712797,5.38920060059759,2.13958280015666,2.91045808125167,,,7.47906775111403,,5.34275055182325,8.32492103107933,8.03858944382911,2.82768479117912,0.734804444900603,8.23202608885627,10.6774775827751,3.62164985207343,,6.76138594695898,,2.28769001146233,1.00398974597934,,6.00614543969554,1.56881846831084,,3.60412998923115,,8.16463065718456,7.42761207619973,2.19302090138191,,,1.51251435211413,8.10144950334993,8.58636687929507,6.88482739308813,6.14834309525366,10.2614258762037,3.63071990666645,7.50506522431516,2.86225362668782,,,7.45615946096094,,7.76413253095997,5.54934803946532,3355,1.54858209439642,,,6.56298844881448,,,1.70516741826944,2.49521083622338,5.05854974200578,,0.438546152803484,,,1.78232690809564,4.65403144367458,5.11686785382351,,,,,,1.12222609614911,0.858772932755561,,4.47894577843188,,0.540805049153737,9.23721362609206,,9.84250383434772,3.06391844636712,0.217208602339599,1.26904934185374,,9.95319784189675,,1.70960351588722,,,5.78161938796892,,4.71684751911849,5.52069154846326,5.66692398857889,6.03761804902333,4.43235707063723,,,,7.54017388896183,7.70261961188619,1.22187551103002,,,,,,,3.68267287779892,1.06936610174311,,9.04571359470871,1.43234905864214,5.66154620896104,,,,0.244833814821385,4.82655009743745,6.53864712334892,5.5589927117778,,,3.66,9.59351589097855,11.4003993907018,2.95801957449084,7.2715101737527,3.33278130354701,,,1.32321073505634,,,7.73089685142121,2.12579962717566,3.40001609464057,,,,1.84523918537151,7.183764771786,,10.0226220292546,,10.8836592207531,6.1602479972642,7.60808727186997,,,,,4.12795497162856,4.69183476950859,,,,,,,7.9641855263607,,,,
